claim_id,kind,source_document,source_passage_sha256,claim,artifact,artifact_sha256,selector,rendering,context,evidence_status,supporting_artifacts,test,revision_test
package_number_0236,package_number,examiner_qa.md,,−151.7,docs/rp4/DEFENSE_PACKAGE/revision_2/additions_evidence.json,10085a652cf82144a3ba0a7f9fe632bd95fe910862c5780f2a5c687b43d61389,"[""events"", 1, ""AMZN_event"", 0, ""return_bp""]",.1f|en,AMZN first event minute,verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0237,package_number,examiner_qa.md,,+71.3,docs/rp4/DEFENSE_PACKAGE/revision_2/additions_evidence.json,10085a652cf82144a3ba0a7f9fe632bd95fe910862c5780f2a5c687b43d61389,"[""events"", 1, ""AMZN_event"", 1, ""return_bp""]",+.1f|en,AMZN next event minute,verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0238,package_number,examiner_qa.md,,3.0,docs/rp4/DEFENSE_PACKAGE/revision_2/additions_evidence.json,10085a652cf82144a3ba0a7f9fe632bd95fe910862c5780f2a5c687b43d61389,"[""events"", 1, ""AMZN_event"", 0, ""volume_over_session_median""]",.1f|en,AMZN first volume ratio,verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0239,package_number,examiner_qa.md,,11.1,docs/rp4/DEFENSE_PACKAGE/revision_2/additions_evidence.json,10085a652cf82144a3ba0a7f9fe632bd95fe910862c5780f2a5c687b43d61389,"[""events"", 1, ""AMZN_event"", 1, ""volume_over_session_median""]",.1f|en,AMZN next volume ratio,verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0240,package_number,examiner_qa.md,,+0.116,docs/rp4/DEFENSE_PACKAGE/revision_2/additions_evidence.json,10085a652cf82144a3ba0a7f9fe632bd95fe910862c5780f2a5c687b43d61389,"[""events"", 1, ""deltas"", 0, ""delta""]",+.3f|en,August confirmation linear RV15 B2/B1,verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0241,package_number,examiner_qa.md,,−0.080,docs/rp4/DEFENSE_PACKAGE/revision_2/additions_evidence.json,10085a652cf82144a3ba0a7f9fe632bd95fe910862c5780f2a5c687b43d61389,"[""events"", 1, ""deltas"", 1, ""delta""]",.3f|en,August confirmation trees RV15 B2/B1,verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0242,package_number,examiner_qa.md,,0.97,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""grid"", ""moneyness_edges"", 1]",.2f|en,"Registered ATM moneyness lower boundary, 0.97.",independently_reviewed_context,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0243,package_number,examiner_qa.md,,1.03,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""grid"", ""moneyness_edges"", 2]",.2f|en,"Registered ATM moneyness upper boundary, 1.03.",independently_reviewed_context,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0244,package_number,examiner_qa.md,,0,docs/rp4/DEFENSE_PACKAGE/revision_2/additions_evidence.json,10085a652cf82144a3ba0a7f9fe632bd95fe910862c5780f2a5c687b43d61389,"[""atm_definition"", ""dte_min""]",.0f|en,"ATM tenor lower boundary, parsed from registered grid.tenors[0]=dte_0_1.",independently_reviewed_context,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0245,package_number,examiner_qa.md,,1,docs/rp4/DEFENSE_PACKAGE/revision_2/additions_evidence.json,10085a652cf82144a3ba0a7f9fe632bd95fe910862c5780f2a5c687b43d61389,"[""atm_definition"", ""dte_max""]",.0f|en,"ATM tenor upper boundary, parsed from registered grid.tenors[0]=dte_0_1.",independently_reviewed_context,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0246,package_number,examiner_qa.md,,0.0435,artifacts/rp4_v4_b4/distribution_secondary.csv,62312356720ac370fe3928eb5212db5a99ad7aa63f8ce4fe568ae149faed96cb,"[3, ""p_raw""]",.4f|en,"horizon_minutes=15, window=primary, family=lightgbm_qlike, contrast=B2_over_B1, statistic=median, field=p_raw",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0247,package_number,examiner_qa.md,,0.0038,artifacts/rp4_v4_b4/distribution_secondary.csv,62312356720ac370fe3928eb5212db5a99ad7aa63f8ce4fe568ae149faed96cb,"[19, ""p_raw""]",.4f|en,"horizon_minutes=5, window=primary, family=lightgbm_qlike, contrast=B2_over_B1, statistic=median, field=p_raw",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0248,package_number,examiner_qa.md,,0.0870,artifacts/rp4_v4_b4/distribution_secondary.csv,62312356720ac370fe3928eb5212db5a99ad7aa63f8ce4fe568ae149faed96cb,"[3, ""p_holm""]",.4f|en,"[3, ""p_holm""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0249,package_number,examiner_qa.md,,0.0096,artifacts/rp4_v4_b4/distribution_secondary.csv,62312356720ac370fe3928eb5212db5a99ad7aa63f8ce4fe568ae149faed96cb,"[19, ""p_holm""]",.4f|en,"[19, ""p_holm""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0250,package_number,examiner_qa.md,,2,docs/rp4/prospective_confirmation_v1_amendment_2_receipt.json,eeeff2504758294cd973e898bcc5ff8f43d2ff5be89f31b3dec8e1d22a5d7f95,"[""schema""]",text_number:0,Amendment identifier 2 from the amendment 2 receipt schema.,independently_reviewed_context,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0251,package_number,examiner_qa.md,,20,docs/rp4/prospective_confirmation_v1_amendment_2_receipt.json,eeeff2504758294cd973e898bcc5ff8f43d2ff5be89f31b3dec8e1d22a5d7f95,"[""secondary_single_look_at_prospective_sessions""]",.0f|en,"Shared prospective-session checkpoint, one secondary reading",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0252,package_number,examiner_qa.md,,95,artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[14, ""interval""]",text_number:0,Saved two-sided percentile interval confidence level,verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0253,package_number,examiner_qa.md,,0.0016443642,artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[14, ""ci_low""]",.10f|en,"horizon_minutes=15, window=confirmation, family=lightgbm_qlike, contrast=B1_over_B0, statistic=mean, field=ci_low",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0254,package_number,examiner_qa.md,,0.016807137,artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[14, ""ci_high""]",.9f|en,"horizon_minutes=15, window=confirmation, family=lightgbm_qlike, contrast=B1_over_B0, statistic=mean, field=ci_high",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0255,package_number,examiner_qa.md,,0.0568,artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[14, ""p_for_decision""]",.4f|en,"horizon_minutes=15, window=confirmation, family=lightgbm_qlike, contrast=B1_over_B0, statistic=mean, field=p_for_decision",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0256,package_number,examiner_qa.md,,2025-05-15,docs/rp4/RESULTADO_FINAL.md,6d629b2416601af39a6e7f4fc0f04db1455b6c20ba4c298e7fb21a6ed00b2b19,[],text_number:84,"rado  de la última hora real, >= 330.  Las interrupciones de publicación del proveedor de 2025-05-15 y 2025-09-18 son hallazgos del instrumento. La regla v3 conserva actividad cero, vuelve indefinidas las formas/ratios s",reported_or_registered_text,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0257,package_number,examiner_qa.md,,2025-09-18,docs/rp4/RESULTADO_FINAL.md,6d629b2416601af39a6e7f4fc0f04db1455b6c20ba4c298e7fb21a6ed00b2b19,[],text_number:85,"ltima hora real, >= 330.  Las interrupciones de publicación del proveedor de 2025-05-15 y 2025-09-18 son hallazgos del instrumento. La regla v3 conserva actividad cero, vuelve indefinidas las formas/ratios sin operacione",reported_or_registered_text,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0258,package_number,examiner_qa.md,,412,artifacts/rp4_closeout_audit/descriptive_profiles.csv,426bbe8b329ba936a5f7d8307f2bb7dd2373ac6dfe7fe39f855516e1fc0eddcd,"[461, ""N_origins""]",.0f|en,"[461, ""N_origins""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0259,package_number,examiner_qa.md,,0.102703519,artifacts/rp4_closeout_audit/descriptive_profiles.csv,426bbe8b329ba936a5f7d8307f2bb7dd2373ac6dfe7fe39f855516e1fc0eddcd,"[461, ""base_qlike_equal_session_asset""]",.9f|en,"[461, ""base_qlike_equal_session_asset""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0260,package_number,examiner_qa.md,,0.202126323,artifacts/rp4_closeout_audit/descriptive_profiles.csv,426bbe8b329ba936a5f7d8307f2bb7dd2373ac6dfe7fe39f855516e1fc0eddcd,"[461, ""rich_qlike_equal_session_asset""]",.9f|en,"horizon_minutes=15, window=primary, family=log_ridge_harq, contrast=B2_over_B1, profile=window_empty_5m, stratum=inside, field=rich_qlike_equal_session_asset",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0261,package_number,examiner_qa.md,,0.185885062,artifacts/rp4_closeout_audit/descriptive_profiles.csv,426bbe8b329ba936a5f7d8307f2bb7dd2373ac6dfe7fe39f855516e1fc0eddcd,"[461, ""base_qlike_pooled""]",.9f|en,"[461, ""base_qlike_pooled""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0262,package_number,examiner_qa.md,,0.247087047,artifacts/rp4_closeout_audit/descriptive_profiles.csv,426bbe8b329ba936a5f7d8307f2bb7dd2373ac6dfe7fe39f855516e1fc0eddcd,"[461, ""rich_qlike_pooled""]",.9f|en,"horizon_minutes=15, window=primary, family=log_ridge_harq, contrast=B2_over_B1, profile=window_empty_5m, stratum=inside, field=rich_qlike_pooled",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0263,package_number,examiner_qa.md,,26,artifacts/rp4_market_audit/expiry_first_observed.csv,8604ccb92868703f614dee3255099594c356b44eed193acdfda3a440974a007e,"[0, ""first_observed_session"", ""@day""]",.0f|en,"[0, ""first_observed_session"", ""@day""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0264,package_number,examiner_qa.md,,2026-01-26,docs/rp4/RESULTADO_FINAL.md,6d629b2416601af39a6e7f4fc0f04db1455b6c20ba4c298e7fb21a6ed00b2b19,[],text_number:89,da: Nasdaq anunció el inicio de vencimientos de lunes y miércoles para estos nombres el **2026-01-26**. La cinta verifica esa primera presencia en los seis activos; el salto de celdas se observa el 29 de enero y los prim,reported_or_registered_text,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0265,package_number,examiner_qa.md,,2026-02-02,artifacts/rp4_market_audit/REPORT.md,74c6d6e5aaa43c51e73b0cacc8bde6a569aa1093686bafd5c10973d1abe3dcab,[],text_number:27,er miércoles 0DTE | | --- | --- | --- | --- | | AAPL | 2026-01-26T09:30:08.751944-05:00 | 2026-02-02 | 2026-02-04 | | AMZN | 2026-01-26T09:30:03.686235-05:00 | 2026-02-02 | 2026-02-04 | | META | 2026-01-26T09:30:02.38001,reported_or_registered_text,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0266,package_number,examiner_qa.md,,2026-02-04,artifacts/rp4_market_audit/REPORT.md,74c6d6e5aaa43c51e73b0cacc8bde6a569aa1093686bafd5c10973d1abe3dcab,[],text_number:28,0DTE | | --- | --- | --- | --- | | AAPL | 2026-01-26T09:30:08.751944-05:00 | 2026-02-02 | 2026-02-04 | | AMZN | 2026-01-26T09:30:03.686235-05:00 | 2026-02-02 | 2026-02-04 | | META | 2026-01-26T09:30:02.380014-05:00 | 202,reported_or_registered_text,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0267,package_number,examiner_qa.md,,20.036718,artifacts/rp4_market_audit/coverage_weekday.csv,e347f76f648da1511eb54a56e853d2ab656b28388de5d0acff70090e95f314a6,"{""operation"": ""weighted_mean"", ""where"": {""scope"": ""all_available_origins"", ""transition_date"": ""2026-01-26"", ""asset"": ""ALL"", ""period"": ""before""}, ""field"": ""surface_populated_cells_mean"", ""weight"": ""N_origins""}",.6f|en,"{""operation"": ""weighted_mean"", ""where"": {""scope"": ""all_available_origins"", ""transition_date"": ""2026-01-26"", ""asset"": ""ALL"", ""period"": ""before""}, ""field"": ""surface_populated_cells_mean"", ""weight"": ""N_origins""}",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0268,package_number,examiner_qa.md,,23.095318,artifacts/rp4_market_audit/coverage_weekday.csv,e347f76f648da1511eb54a56e853d2ab656b28388de5d0acff70090e95f314a6,"{""operation"": ""weighted_mean"", ""where"": {""scope"": ""all_available_origins"", ""transition_date"": ""2026-01-26"", ""asset"": ""ALL"", ""period"": ""from_date""}, ""field"": ""surface_populated_cells_mean"", ""weight"": ""N_origins""}",.6f|en,"{""operation"": ""weighted_mean"", ""where"": {""scope"": ""all_available_origins"", ""transition_date"": ""2026-01-26"", ""asset"": ""ALL"", ""period"": ""from_date""}, ""field"": ""surface_populated_cells_mean"", ""weight"": ""N_origins""}",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0269,package_number,examiner_qa.md,,60,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""windows"", ""primary"", ""warmup_sessions""]",.0f|en,"[""windows"", ""primary"", ""warmup_sessions""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0270,package_number,examiner_qa.md,,2024,artifacts/rp4_closeout_audit/descriptive_profiles.csv,426bbe8b329ba936a5f7d8307f2bb7dd2373ac6dfe7fe39f855516e1fc0eddcd,"[428, ""first_session"", ""@year""]",.0f|en,"[428, ""first_session"", ""@year""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0271,package_number,examiner_qa.md,,2025,artifacts/rp4_closeout_audit/descriptive_profiles.csv,426bbe8b329ba936a5f7d8307f2bb7dd2373ac6dfe7fe39f855516e1fc0eddcd,"[428, ""last_session"", ""@year""]",.0f|en,"[428, ""last_session"", ""@year""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0272,package_number,examiner_qa.md,,64,artifacts/rp4_closeout_audit/descriptive_profiles.csv,426bbe8b329ba936a5f7d8307f2bb7dd2373ac6dfe7fe39f855516e1fc0eddcd,"[428, ""N_sessions""]",.0f|en,"[428, ""N_sessions""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0273,package_number,examiner_qa.md,,0.0001,artifacts/rp4_closeout_audit/ridge_lambda_counts.csv,493b20562708215bf5ff74cf0f5fe621b6f4cfa20f1730bd9d224f659ac2ffea,"[41, ""lambda""]",.4f|en,"[41, ""lambda""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0274,package_number,examiner_qa.md,,111,artifacts/rp4_closeout_audit/ridge_lambda_counts.csv,493b20562708215bf5ff74cf0f5fe621b6f4cfa20f1730bd9d224f659ac2ffea,"[41, ""N_sessions""]",.0f|en,"[41, ""N_sessions""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0275,package_number,examiner_qa.md,,419,artifacts/rp4_v4_b2_rv15/summary.json,451e53869bb5f5058a635302bb08ad920ce11b8771fd2c6780545255b1ac25f4,"[""N_sessions""]",.0f|en,"[""N_sessions""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0276,package_number,examiner_qa.md,,88,artifacts/rp4_closeout_audit/ridge_bounds_pruning_summary.csv,20f4b1c1b1022d7bba0318e9c4ac4b720ac6fce7a10bb5bbb875f1bca5d18c4e,"[11, ""removed_min""]",.0f|en,"[11, ""removed_min""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0277,package_number,examiner_qa.md,,97,artifacts/rp4_closeout_audit/ridge_bounds_pruning_summary.csv,20f4b1c1b1022d7bba0318e9c4ac4b720ac6fce7a10bb5bbb875f1bca5d18c4e,"[11, ""removed_max""]",.0f|en,"[11, ""removed_max""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0278,package_number,examiner_qa.md,,−167448.32,artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[1, ""percent_reduction""]",.2f|en,"version=v1, target=RV30, horizon_minutes=30, window=primary, family=log_ols_harq, contrast=B2_over_B1, field=percent_reduction",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0279,package_number,examiner_qa.md,,1,artifacts/rp4_closeout_figures/comparison_v1_v4.csv,0d9554e1fc5151b4eb7b149b7bc529bbdfee1d12e92883163087aedc6942a9ba,"[1, ""p_holm_bilateral""]",.0f|en,"[1, ""p_holm_bilateral""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0280,package_number,examiner_qa.md,,418,artifacts/rp4_b2/summary.json,d311d2773ae195968a59cea7d4e0c68dcf35d5d80e005c6cc0f1e028496d2eb2,"[""N_sessions""]",.0f|en,"[""N_sessions""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0281,package_number,examiner_qa.md,,92261,artifacts/rp4_b2/summary.json,d311d2773ae195968a59cea7d4e0c68dcf35d5d80e005c6cc0f1e028496d2eb2,"[""N_origins""]",.0f|en,"[""N_origins""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0282,package_number,examiner_qa.md,,25,artifacts/rp4_v4_b3_rv15/summary.json,1a544479c861bfcb8201cd6ae95702f7cf3de08f4d824d1dc488ec159a36ab9c,"[""N_sessions""]",.0f|en,"[""N_sessions""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0283,package_number,examiner_qa.md,,0.3908,artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[12, ""p_for_decision""]",.4f|en,"horizon_minutes=15, window=confirmation, family=log_ridge_harq, contrast=B1_over_B0, statistic=mean, field=p_for_decision",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0284,package_number,examiner_qa.md,,0.1758,artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[13, ""p_raw""]",.4f|en,"horizon_minutes=15, window=confirmation, family=log_ridge_harq, contrast=B2_over_B1, statistic=mean, field=p_raw",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0285,package_number,examiner_qa.md,,0.0568,artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[14, ""p_for_decision""]",.4f|en,"horizon_minutes=15, window=confirmation, family=lightgbm_qlike, contrast=B1_over_B0, statistic=mean, field=p_for_decision",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0286,package_number,examiner_qa.md,,2026-09-07,docs/rp4/RESULTADO_FINAL.md,6d629b2416601af39a6e7f4fc0f04db1455b6c20ba4c298e7fb21a6ed00b2b19,[],text_number:0,"fuera de muestra walk-forward, partición fijada 2026-09-07.  # ¿Las opciones mejoran el pronóstico de volatilidad intradía?  Sí para el estado de opciones; para el flujo, la resp",reported_or_registered_text,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0287,package_number,examiner_qa.md,,20,docs/rp4/RESULTADO_FINAL.md,6d629b2416601af39a6e7f4fc0f04db1455b6c20ba4c298e7fb21a6ed00b2b19,[],text_number:126,"rio, no una réplica adicional; la búsqueda entre versiones no está corregida.  La ventana 20 de julio a 28 de agosto fue leída una vez por el puente de Fase 8 con otra especificación. El PIT es proxy de tiempo fu",reported_or_registered_text,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0288,package_number,examiner_qa.md,,28,docs/rp4/RESULTADO_FINAL.md,6d629b2416601af39a6e7f4fc0f04db1455b6c20ba4c298e7fb21a6ed00b2b19,[],text_number:127,"plica adicional; la búsqueda entre versiones no está corregida.  La ventana 20 de julio a 28 de agosto fue leída una vez por el puente de Fase 8 con otra especificación. El PIT es proxy de tiempo fuente a 120 s, ",reported_or_registered_text,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0289,package_number,examiner_qa.md,,25,artifacts/rp4_v4_b3_rv15/summary.json,1a544479c861bfcb8201cd6ae95702f7cf3de08f4d824d1dc488ec159a36ab9c,"[""N_sessions""]",.0f|en,"[""N_sessions""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0290,package_number,examiner_qa.md,,9750,artifacts/rp4_v4_b3_rv15/summary.json,1a544479c861bfcb8201cd6ae95702f7cf3de08f4d824d1dc488ec159a36ab9c,"[""N_origins""]",.0f|en,"[""N_origins""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0291,package_number,examiner_qa.md,,60,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""purge_minutes""]",.0f|en,"[""purge_minutes""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0292,package_number,examiner_qa.md,,2026-09-07,docs/rp4/specification_v4.md,443a0c2628d80f82b0f1a90a7ce7f7c3a8caac38a505c8d12366c7c1c81d6ee9,[],text_number:1,"uste v4; no modifica v1/v2/v3. Etiqueta: «fuera de muestra walk-forward, partición fijada 2026-09-07». RESEARCH_ONLY; NOT INVESTMENT ADVICE; capital_go=false.  ## Antecedente, disparador y alcance  Se adopta íntegro el p",reported_or_registered_text,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0293,package_number,examiner_qa.md,,160832,artifacts/rp4_v4_b2_rv15/summary.json,451e53869bb5f5058a635302bb08ad920ce11b8771fd2c6780545255b1ac25f4,"[""N_origins""]",.0f|en,"[""N_origins""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0294,package_number,examiner_qa.md,,160832,artifacts/rp4_v4_b2_rv15/summary.json,451e53869bb5f5058a635302bb08ad920ce11b8771fd2c6780545255b1ac25f4,"[""N_origins""]",.0f|en,"[""N_origins""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0295,package_number,examiner_qa.md,,419,artifacts/rp4_v4_b2_rv15/summary.json,451e53869bb5f5058a635302bb08ad920ce11b8771fd2c6780545255b1ac25f4,"[""N_sessions""]",.0f|en,"[""N_sessions""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0296,package_number,examiner_qa.md,,9999,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""inference"", ""bootstrap"", ""replications""]",.0f|en,"[""inference"", ""bootstrap"", ""replications""]",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0297,package_number,examiner_qa.md,,100,artifacts/rp4_v4_a1/specification.json,0a45b0a608110e2ca0dcf38accc2a0c2521ebbe9d223eb002e36ec51f78afd04,"[""inference"", ""percent_reduction""]",text_number:0,Multiplication by one hundred converts a ratio to percent; the ratio and denominator are separately bound in this paragraph.,independently_reviewed_context,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0298,package_number,examiner_qa.md,,100,artifacts/rp4_closeout_figures/README.md,51f46c4a6f1d00c320e7b01922cf9cf0ebb84b99c05d5540729d3a86bf1b8b4b,[],text_number:0,"ortan.  El intervalo porcentual es el IC95% guardado para la diferencia, multiplicado por 100 y dividido por la pérdida base media observada. No es un intervalo bootstrap del cociente: no incluye de nuevo la incer",reported_or_registered_text,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0299,package_number,examiner_qa.md,,+0.6227941,artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[9, ""qlike_reduction_percent""]",+.7f|en,"horizon_minutes=15, window=primary, family=log_ridge_harq, contrast=B2_over_B1, statistic=mean, field=qlike_reduction_percent",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0300,package_number,examiner_qa.md,,0.00033503697,artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[9, ""ci_low""]",.11f|en,"horizon_minutes=15, window=primary, family=log_ridge_harq, contrast=B2_over_B1, statistic=mean, field=ci_low",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
package_number_0301,package_number,examiner_qa.md,,0.0019321616,artifacts/rp4_v4_b4/primary_statistics.csv,5c215fc38344839ecedea7b27f69efcb85fbefea84f1367d06229cb7407902d4,"[9, ""ci_high""]",.10f|en,"horizon_minutes=15, window=primary, family=log_ridge_harq, contrast=B2_over_B1, statistic=mean, field=ci_high",verified_numeric_field,{},tests/contract/test_rp4_defense_package.py,tests/contract/test_rp4_defense_additions.py
